description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
craft hitpower weapon (eth)	1			100					4	weap,crf,eth	jewg,qty=1	r03g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80	ethereal	100		1	1						gpbs,qty=1																													r03s,qty=1																													0
craft blood helm	1			200					4	helm,crf,noe	jewg,qty=1	r08g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20											gprs,qty=1																													r08s,qty=1																													0
craft blood helm (eth)	1			200					4	helm,crf,eth	jewg,qty=1	r08g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1						gprs,qty=1																													r08s,qty=1																													0
craft blood boots	1			100					4	boot,crf,noe	jewg,qty=1	r05g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	regen			15	30											gprs,qty=1																													r05s,qty=1																													0
craft blood boots (eth)	1			100					4	boot,crf,eth	jewg,qty=1	r05g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1						gprs,qty=1																													r05s,qty=1																													0
craft blood gloves	1			100					4	glov,crf,noe	jewg,qty=1	r04g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			5	10											gprs,qty=1																													r04s,qty=1																													0
craft blood gloves (eth)	1			100					4	glov,crf,eth	jewg,qty=1	r04g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1						gprs,qty=1																													r04s,qty=1																													0
craft blood belt	1			100					4	belt,crf,noe	jewg,qty=1	r07g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20											gprs,qty=1																													r07s,qty=1																													0
craft blood belt (eth)	1			100					4	belt,crf,eth	jewg,qty=1	r07g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1						gprs,qty=1																													r07s,qty=1																													0
craft blood shield	1			100					4	shld,crf,noe	jewg,qty=1	r06g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	block			10	20											gprs,qty=1																													r06s,qty=1																													0
craft blood shield (eth)	1			100					4	shld,crf,eth	jewg,qty=1	r06g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1						gprs,qty=1																													r06s,qty=1																													0
craft blood chest	1			100					4	tors,crf,noe	jewg,qty=1	r10g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6											gprs,qty=1																													r10s,qty=1																													0
craft blood chest (eth)	1			100					4	tors,crf,eth	jewg,qty=1	r10g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1						gprs,qty=1																													r10s,qty=1																													0
craft blood amulet	1			100					4	amul,crf	jewg,qty=1	r11g,qty=1	gg4r,qty=1				usetype,crf		50	50	heal-kill			3	6	hp			10	20	move1			10	10											gprs,qty=1																													r11s,qty=1																													0
craft blood ring	1			100					4	ring,crf	jewg,qty=1	r12g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			1	3	hp			10	20	str			5	10											gprs,qty=1																													r12s,qty=1																													0
craft blood weapon	1			100					4	weap,crf,noe	jewg,qty=1	r09g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80											gprs,qty=1																													r09s,qty=1																													0
craft blood weapon (eth)	1			100					4	weap,crf,eth	jewg,qty=1	r09g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1						gprs,qty=1																													r09s,qty=1																													0
craft caster helm	1			200					4	helm,crf,noe	jewg,qty=1	r04g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast2			5	10	mana			10	20	regen-mana			4	10											gpvs,qty=1																													r04s,qty=1																													0
craft caster helm (eth)	1			200					4	helm,crf,eth	jewg,qty=1	r04g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast2			5	10	mana			10	20	regen-mana			4	10	ethereal	100		1	1						gpvs,qty=1																													r04s,qty=1																													0
craft caster boots	1			100					4	boot,crf,noe	jewg,qty=1	r10g,qty=1	gg4a,qty=1				usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			5	10											gpvs,qty=1																													r10s,qty=1																													0
craft caster boots (eth)	1			100					4	boot,crf,eth	jewg,qty=1	r10g,qty=1	gg4a,qty=1				usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			5	10	ethereal	100		1	1						gpvs,qty=1																													r10s,qty=1																													0
craft caster gloves	1			100					4	glov,crf,noe	jewg,qty=1	r09g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast2			5	10	mana			10	20	mana-kill			1	3											gpvs,qty=1																													r09s,qty=1																													0
craft caster gloves (eth)	1			100					4	glov,crf,eth	jewg,qty=1	r09g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast2			5	10	mana			10	20	mana-kill			1	3	ethereal	100		1	1						gpvs,qty=1																													r09s,qty=1																													0
craft caster belt	1			100					4	belt,crf,noe	jewg,qty=1	r06g,qty=1	gg4a,qty=1				usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10											gpvs,qty=1																													r06s,qty=1																													0
craft caster belt (eth)	1			100					4	belt,crf,eth	jewg,qty=1	r06g,qty=1	gg4a,qty=1				usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1						gpvs,qty=1																													r06s,qty=1																													0
craft caster shield	1			100					4	shld,crf,noe	jewg,qty=1	r05g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast1			5	10	mana			10	20	block			10	20											gpvs,qty=1																													r05s,qty=1																													0
craft caster shield (eth)	1			100					4	shld,crf,eth	jewg,qty=1	r05g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast1			5	10	mana			10	20	block			10	20	ethereal	100		1	1						gpvs,qty=1																													r05s,qty=1																													0
