description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
rare leather gloves + jewel + rune 09 + perfect amethyst -> caster gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	mana-kill			1	3	ethereal	100		1	1																																																																0
rare light belt + jewel + rune 06 + perfect amethyst -> caster belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	cast1			10	10																																																																					0
rare light belt + jewel + rune 06 + perfect amethyst -> caster belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
rare small shield + jewel + rune 05 + perfect amethyst -> caster shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			10	20	block			10	20																																																																					0
rare small shield + jewel + rune 05 + perfect amethyst -> caster shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			10	20	block			10	20	ethereal	100		1	1																																																																0
rare light plate + jewel + rune 07 + perfect amethyst -> caster body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			10	20	mana-kill			2	6																																																																					0
rare light plate + jewel + rune 07 + perfect amethyst -> caster body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			10	20	mana-kill			2	6	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 08 + perfect amethyst -> caster amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r08g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	cast1			5	10																																																																					0
rare ring + jewel + rune 11 + perfect amethyst -> caster ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	mana-kill			1	2	mana			10	20	enr			5	10																																																																					0
rare rod + jewel + rune 03 + perfect amethyst -> caster weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	allskills			1	1	mana			10	20	cast1			10	20																																																																					0
rare rod + jewel + rune 03 + perfect amethyst -> caster weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	allskills			1	1	mana			10	20	cast1			10	20	ethereal	100		1	1																																																																0
rare crown + jewel + rune 06 + perfect emerald -> safety helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	res-ltng			10	20	ac%			20	60																																																																					0
rare crown + jewel + rune 06 + perfect emerald -> safety helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	res-ltng			10	20	ac%			20	60	ethereal	100		1	1																																																																0
rare plate boots + jewel + rune 09 + perfect emerald -> safety boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-fire			10	20	ac%			20	60																																																																0
rare plate boots + jewel + rune 09 + perfect emerald -> safety boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-fire			10	20	ac%			20	60	ethereal	100		1	1																																																											0
rare gauntlets + jewel + rune 08 + perfect emerald -> safety gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-cold			10	20	ac%			20	60																																																																0
rare gauntlets + jewel + rune 08 + perfect emerald -> safety gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-cold			10	20	ac%			20	60	ethereal	100		1	1																																																											0
rare sash + jewel + rune 07 + perfect emerald -> safety belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-pois			10	20	ac%			20	60																																																																0
rare sash + jewel + rune 07 + perfect emerald -> safety belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	res-pois			10	20	ac%			20	60	ethereal	100		1	1																																																											0
rare kite shield + jewel + rune 04 + perfect emerald -> safety shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	ac%			20	60																																																																										0
rare kite shield + jewel + rune 04 + perfect emerald -> safety shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	ac%			20	60	ethereal	100		1	1																																																																					0
rare breastplate + jewel + rune 05 + perfect emerald -> safety body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	half-freeze			1	1	ac%			20	60																																																																					0
rare breastplate + jewel + rune 05 + perfect emerald -> safety body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg%			5	10	half-freeze			1	1	ac%			20	60	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 10 + perfect emerald -> safety amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r10g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	block			10	10																																																																					0
rare ring + jewel + rune 11 + perfect emerald -> safety ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	vit			5	10																																																																					0
rare spear + jewel + rune 12 + perfect emerald -> safety weapon	1			100					4	"miss,rar,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	dmg%			70	140	swing2			10	20																																																																0
rare spear + jewel + rune 12 + perfect emerald -> safety weapon	1			100					4	"miss,rar,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4e,qty=1"				"usetype,crf"		50	50	red-dmg			2	5	red-mag			2	5	dmg%			70	140	swing2			10	20	ethereal	100		1	1																																																											0
rare helm + jewel + rune 17 + perfect skull -> vampiric helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r17g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			10	20	regen			5	10																																																																					0
rare helm + jewel + rune 17 + perfect skull -> vampiric helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r17g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			10	20	regen			5	10	ethereal	100		1	1																																																																0
rare light plated boots + jewel + rune 01 + perfect skull -> vampiric boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	res-pois-len			10	20	regen			5	10																																																																					0
rare light plated boots + jewel + rune 01 + perfect skull -> vampiric boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	res-pois-len			10	20	regen			5	10	ethereal	100		1	1																																																																0
rare heavy gloves + jewel + rune 16 + perfect skull -> vampiric gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			5	10	regen			5	10																																																																					0
rare heavy gloves + jewel + rune 16 + perfect skull -> vampiric gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			5	10	regen			5	10	ethereal	100		1	1																																																																0
rare belt + jewel + rune 02 + perfect skull -> vampiric belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r02g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	dmg-to-mana			10	20	regen			5	10																																																																					0
rare belt + jewel + rune 02 + perfect skull -> vampiric belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r02g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	dmg-to-mana			10	20	regen			5	10	ethereal	100		1	1																																																																0
rare spiked shield + jewel + rune 06 + perfect skull -> vampiric shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	block			10	20																																																																					0
rare spiked shield + jewel + rune 06 + perfect skull -> vampiric shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r12g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	block			10	20	ethereal	100		1	1																																																																0
rare plate mail + jewel + rune 03 + perfect skull -> vampiric body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	ac%			25	50																																																																					0
rare plate mail + jewel + rune 03 + perfect skull -> vampiric body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	ac%			25	50	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 14 + perfect skull -> vampiric amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r14g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	curse-res			5	10	regen			5	10																																																																					0
rare ring + jewel + rune 15 + perfect skull  -> vampiric ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r15g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			1	3	res-pois-len			10	20	regen			5	10																																																																					0
rare axe + jewel + rune 13 + perfect skull -> vampiric weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r13g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	regen			5	10	dmg-undead			75	120	dmg-demon			75	120																																																																0
rare axe + jewel + rune 13 + perfect skull -> vampiric weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r13g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	regen			5	10	dmg-undead			75	120	dmg-demon			75	120	ethereal	100		1	1																																																											0
rare full helm + jewel + rune 03 + perfect topaz -> bountiful helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50																																																																					0
rare full helm + jewel + rune 03 + perfect topaz -> bountiful helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
rare chain boots + jewel + rune 16 + perfect topaz -> bountiful boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50																																																																					0
rare chain boots + jewel + rune 16 + perfect topaz -> bountiful boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
rare chain gloves + jewel + rune 15 + perfect topaz -> bountiful gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r15g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50																																																																					0
rare chain gloves + jewel + rune 15 + perfect topaz -> bountiful gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r15g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
rare heavy belt + jewel + rune 01 + perfect topaz -> bountiful belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50																																																																					0
rare heavy belt + jewel + rune 01 + perfect topaz -> bountiful belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
rare gothic shield + jewel + rune 14 + perfect topaz  -> bountiful shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r14g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	block			10	20																																																																					0
rare gothic shield + jewel + rune 14 + perfect topaz -> bountiful shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r14g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	block			10	20	ethereal	100		1	1																																																																0
